"조사년도","조사회차","조사지점","학명","국명","개체밀도"
"2024","2","한천(음성)","Nitzschia calida","등침돌말","669"
"2024","2","한천(음성)","Pinnularia microstauron","빗살돌말","2452"
"2024","1","석원천","Achnanthes convergens","땅콩돌말","57200"
"2024","1","석원천","Gomphonema (other)","쐐기돌말","5200"
"2024","1","석원천","Gomphonema parvulum","쐐기돌말","8667"
"2024","1","석원천","Navicula (other)","쪽배돌말","3467"
"2024","1","석원천","Navicula pupula","쪽배돌말","15600"
"2024","1","석원천","Nitzschia frustulum","등침돌말","100534"
"2024","1","석원천","Nitzschia palea","등침돌말","154267"
"2024","1","석원천","Surirella angusta","방패돌말","1734"
"2024","2","석원천","Achnanthes convergens","땅콩돌말","34228"
"2024","2","석원천","Achnanthes exigua","땅콩돌말","5953"
"2024","2","석원천","Achnanthes lanceolata","땅콩돌말","19347"
"2024","2","석원천","Aulacoseira granulata","대롱돌말","1489"
"2024","2","석원천","Cymbella turgidula var. nipponica","반달돌말","2233"
"2024","2","석원천","Fragilaria (other)","김발돌말","745"
"2024","2","석원천","Fragilaria capucina var. vaucheriae","김발돌말","4465"
"2024","2","석원천","Fragilaria elliptica","김발돌말","8185"
"2024","2","석원천","Gomphonema clevei","쐐기돌말","1489"
"2024","2","석원천","Melosira varians","원통돌말","5953"
"2024","2","석원천","Navicula capitata","쪽배돌말","4465"
"2024","2","석원천","Navicula cincta","쪽배돌말","16370"
"2024","2","석원천","Navicula cryptotenella","쪽배돌말","15626"
"2024","2","석원천","Navicula minima","쪽배돌말","49110"
"2024","2","석원천","Navicula pupula","쪽배돌말","1489"
"2024","2","석원천","Navicula viridula var. rostellata","쪽배돌말","19347"
"2024","2","석원천","Nitzschia inconspicua","등침돌말","8185"
"2024","2","석원천","Nitzschia palea","등침돌말","26787"
"2024","2","석원천","Surirella minuta","방패돌말","745"
"2024","1","청미천3-1","Achnanthes convergens","땅콩돌말","3095"
"2024","1","청미천3-1","Achnanthes japonica","땅콩돌말","9284"
"2024","1","청미천3-1","Achnanthes lanceolata","땅콩돌말","30944"
"2024","1","청미천3-1","Achnanthes minutissima","땅콩돌말","3095"
"2024","1","청미천3-1","Cyclotella asterocostata","단추돌말","15472"
"2024","1","청미천3-1","Diatoma vulgaris","막돌말","3095"
"2024","1","청미천3-1","Fragilaria bidens","김발돌말","9284"
"2024","1","청미천3-1","Fragilaria capucina var. rumpens","김발돌말","77359"
"2024","1","청미천3-1","Fragilaria elliptica","김발돌말","46416"
"2024","1","청미천3-1","Melosira varians","원통돌말","9284"
"2024","1","청미천3-1","Navicula bacillum","쪽배돌말","9284"
"2024","1","청미천3-1","Navicula clementis","쪽배돌말","3095"
"2024","1","청미천3-1","Navicula cryptotenella","쪽배돌말","6189"
"2024","1","청미천3-1","Navicula decussis","쪽배돌말","37133"
"2024","1","청미천3-1","Navicula gregaria","쪽배돌말","34038"
"2024","1","청미천3-1","Navicula minima","쪽배돌말","139246"
"2024","1","청미천3-1","Navicula minuscula var. muralis","쪽배돌말","6189"
"2024","1","청미천3-1","Navicula pupula","쪽배돌말","52604"
"2024","1","청미천3-1","Navicula subminuscula","쪽배돌말","9284"
"2024","1","청미천3-1","Navicula tripunctata","쪽배돌말","9284"
"2024","1","청미천3-1","Nitzschia amphibia","등침돌말","68076"
"2024","1","청미천3-1","Nitzschia inconspicua","등침돌말","18567"
"2024","1","청미천3-1","Nitzschia palea","등침돌말","216604"
"2024","1","청미천3-1","Synedra acus","대바늘돌말","3095"
"2024","2","청미천3-1","Achnanthes convergens","땅콩돌말","5492"
"2024","2","청미천3-1","Achnanthes exigua","땅콩돌말","359"
"2024","2","청미천3-1","Achnanthes lanceolata","땅콩돌말","2149"
"2024","2","청미천3-1","Aulacoseira granulata","대롱돌말","1314"
"2024","2","청미천3-1","Cyclotella meneghiniana","단추돌말","2388"
"2024","2","청미천3-1","Cyclotella stelligera","단추돌말","3582"
"2024","2","청미천3-1","Cymbella turgidula var. nipponica","반달돌말","359"
"2024","2","청미천3-1","Fragilaria capucina var. vaucheriae","김발돌말","597"
"2024","2","청미천3-1","Fragilaria elliptica","김발돌말","1314"
"2024","2","청미천3-1","Gomphonema pseudoaugur","쐐기돌말","239"
"2024","2","청미천3-1","Gyrosigma acuminatum","나선돌말","120"
"2024","2","청미천3-1","Melosira varians","원통돌말","239"
"2024","2","청미천3-1","Navicula capitatoradiata","쪽배돌말","717"
"2024","2","청미천3-1","Navicula cryptotenella","쪽배돌말","2746"
"2024","2","청미천3-1","Navicula decussis","쪽배돌말","717"
"2024","2","청미천3-1","Navicula pupula","쪽배돌말","2508"
"2024","2","청미천3-1","Navicula viridula var. rostellata","쪽배돌말","1553"
"2024","2","청미천3-1","Nitzschia amphibia","등침돌말","956"
"2024","2","청미천3-1","Nitzschia calida","등침돌말","239"
"2024","2","청미천3-1","Nitzschia inconspicua","등침돌말","359"
"2024","2","청미천3-1","Nitzschia palea","등침돌말","6328"
"2024","2","청미천3-1","Pinnularia microstauron","빗살돌말","836"
"2024","2","청미천3-1","Synedra acus","대바늘돌말","120"
"2024","1","응천-2","Achnanthes convergens","땅콩돌말","50000"
"2024","1","응천-2","Achnanthes japonica","땅콩돌말","112500"
"2024","1","응천-2","Achnanthes lanceolata","땅콩돌말","46875"
"2024","1","응천-2","Achnanthes minutissima","땅콩돌말","3125"
"2024","1","응천-2","Cymbella minuta","반달돌말","18750"
"2024","1","응천-2","Cymbella turgidula","반달돌말","18750"
"2024","1","응천-2","Diatoma vulgaris","막돌말","9375"
"2024","1","응천-2","Fragilaria capucina var. rumpens","김발돌말","34375"
"2024","1","응천-2","Fragilaria elliptica","김발돌말","200000"
"2024","1","응천-2","Fragilaria ulna","김발돌말","9375"
"2024","1","응천-2","Gomphonema parvulum","쐐기돌말","18750"
"2024","1","응천-2","Melosira varians","원통돌말","46875"
"2024","1","응천-2","Navicula pupula","쪽배돌말","6250"
"2024","1","응천-2","Navicula viridula var. rostellata","쪽배돌말","103125"
"2024","1","응천-2","Nitzschia amphibia","등침돌말","87500"
"2024","1","응천-2","Nitzschia inconspicua","등침돌말","68750"
"2024","1","응천-2","Nitzschia palea","등침돌말","65625"
"2024","2","응천-2","Achnanthes convergens","땅콩돌말","2115"
"2024","2","응천-2","Achnanthes exigua","땅콩돌말","2115"
"2024","2","응천-2","Achnanthes lanceolata","땅콩돌말","705"
"2024","2","응천-2","Achnanthes minutissima","땅콩돌말","2115"
"2024","2","응천-2","Cymbella silesiaca","반달돌말","705"
"2024","2","응천-2","Cymbella turgidula var. nipponica","반달돌말","36644"
"2024","2","응천-2","Fragilaria capucina var. gracilis","김발돌말","1410"
"2024","2","응천-2","Fragilaria elliptica","김발돌말","5638"
"2024","2","응천-2","Melosira varians","원통돌말","705"
"2024","2","응천-2","Navicula capitatoradiata","쪽배돌말","1410"
"2024","2","응천-2","Navicula cryptocephala","쪽배돌말","1410"
"2024","2","응천-2","Navicula decussis","쪽배돌말","705"
"2024","2","응천-2","Navicula gregaria","쪽배돌말","705"
"2024","2","응천-2","Navicula minima","쪽배돌말","42986"
"2024","2","응천-2","Navicula perminuta","쪽배돌말","705"
"2024","2","응천-2","Navicula subminuscula","쪽배돌말","5638"
"2024","2","응천-2","Navicula viridula var. rostellata","쪽배돌말","1410"
"2024","2","응천-2","Nitzschia amphibia","등침돌말","4933"
"2024","2","응천-2","Nitzschia inconspicua","등침돌말","41577"
"2024","2","응천-2","Nitzschia palea","등침돌말","7047"
"2024","1","청미천3-2","Achnanthes lanceolata","땅콩돌말","8437"
"2024","1","청미천3-2","Cyclotella asterocostata","단추돌말","84363"
"2024","1","청미천3-2","Cyclotella meneghiniana","단추돌말","42182"
"2024","1","청미천3-2","Cymbella minuta","반달돌말","5625"
"2024","1","청미천3-2","Cymbella tumida","반달돌말","8437"
"2024","1","청미천3-2","Diatoma vulgaris","막돌말","8437"
"2024","1","청미천3-2","Fragilaria capucina var. rumpens","김발돌말","112483"
"2024","1","청미천3-2","Fragilaria capucina var. vaucheriae","김발돌말","5625"
"2024","1","청미천3-2","Fragilaria elliptica","김발돌말","8437"
"2024","1","청미천3-2","Fragilaria ulna","김발돌말","5625"
"2024","1","청미천3-2","Gomphonema lagenula","쐐기돌말","5625"
"2024","1","청미천3-2","Gomphonema truncatum","쐐기돌말","2813"
"2024","1","청미천3-2","Navicula capitata","쪽배돌말","5625"
"2024","1","청미천3-2","Navicula cryptocephala","쪽배돌말","14061"
"2024","1","청미천3-2","Navicula cryptotenella","쪽배돌말","19685"
"2024","1","청미천3-2","Navicula minima","쪽배돌말","22497"
"2024","1","청미천3-2","Navicula pupula","쪽배돌말","8437"
"2024","1","청미천3-2","Navicula viridula var. rostellata","쪽배돌말","56242"
"2024","1","청미천3-2","Nitzschia amphibia","등침돌말","36557"
"2024","1","청미천3-2","Nitzschia inconspicua","등침돌말","16873"
"2024","1","청미천3-2","Nitzschia palea","등침돌말","177161"
"2024","1","청미천3-2","Surirella minuta","방패돌말","28121"
"2024","2","청미천3-2","Achnanthes convergens","땅콩돌말","8368"
"2024","2","청미천3-2","Achnanthes exigua","땅콩돌말","4184"
"2024","2","청미천3-2","Achnanthes lanceolata","땅콩돌말","5579"
"2024","2","청미천3-2","Cyclotella meneghiniana","단추돌말","1395"
"2024","2","청미천3-2","Navicula capitatoradiata","쪽배돌말","4184"
"2024","2","청미천3-2","Navicula cryptotenella","쪽배돌말","1395"
"2024","2","청미천3-2","Navicula gregaria","쪽배돌말","4184"
"2024","2","청미천3-2","Navicula minima","쪽배돌말","170131"
"2024","2","청미천3-2","Navicula pupula","쪽배돌말","1395"
"2024","2","청미천3-2","Navicula subminuscula","쪽배돌말","8368"
"2024","2","청미천3-2","Navicula viridula var. rostellata","쪽배돌말","4184"
"2024","2","청미천3-2","Nitzschia amphibia","등침돌말","2790"
"2024","2","청미천3-2","Nitzschia fonticola","등침돌말","1395"
"2024","2","청미천3-2","Nitzschia inconspicua","등침돌말","52992"
"2024","2","청미천3-2","Nitzschia palea","등침돌말","13946"
"2024","1","청미천5","Achnanthes lanceolata","땅콩돌말","5974"
"2024","1","청미천5","Cymbella silesiaca","반달돌말","9956"
"2024","1","청미천5","Diatoma vulgaris","막돌말","996"
"2024","1","청미천5","Fragilaria bidens","김발돌말","2987"
"2024","1","청미천5","Fragilaria ulna","김발돌말","44800"
"2024","1","청미천5","Gomphonema clevei","쐐기돌말","996"
"2024","1","청미천5","Navicula cryptotenella","쪽배돌말","1992"
"2024","1","청미천5","Navicula subminuscula","쪽배돌말","14934"
"2024","1","청미천5","Nitzschia amphibia","등침돌말","10952"
"2024","1","청미천5","Nitzschia inconspicua","등침돌말","124445"
"2024","1","청미천5","Reimeria sinuata","고리짝돌말","10952"
"2024","1","청미천5","Surirella minuta","방패돌말","1992"
"2024","2","청미천5","Achnanthes convergens","땅콩돌말","101748"
"2024","2","청미천5","Achnanthes exigua","땅콩돌말","25437"
"2024","2","청미천5","Cymbella minuta","반달돌말","6938"
"2024","2","청미천5","Cymbella turgidula var. nipponica","반달돌말","60124"
"2024","2","청미천5","Fragilaria elliptica","김발돌말","2313"
"2024","2","청미천5","Fragilaria ulna","김발돌말","2313"
"2024","2","청미천5","Gomphonema lagenula","쐐기돌말","13875"
"2024","2","청미천5","Navicula cincta","쪽배돌말","18500"
"2024","2","청미천5","Navicula minuscula var. muralis","쪽배돌말","238182"
"2024","2","청미천5","Navicula pupula","쪽배돌말","6938"
"2024","2","청미천5","Navicula viridula var. rostellata","쪽배돌말","25437"
"2024","2","청미천5","Nitzschia amphibia","등침돌말","25437"
"2024","2","청미천5","Nitzschia inconspicua","등침돌말","129497"
"2024","2","청미천5","Nitzschia palea","등침돌말","48562"
"2024","2","청미천5","Pinnularia viridis","빗살돌말","4625"
"2024","1","삼승천","Achnanthes clevei","땅콩돌말","9376"
"2024","1","삼승천","Achnanthes convergens","땅콩돌말","28127"
"2024","1","삼승천","Achnanthes laterostrata","땅콩돌말","35940"
"2024","1","삼승천","Achnanthes lutheri","땅콩돌말","23439"
"2024","1","삼승천","Achnanthes minutissima","땅콩돌말","29690"
"2024","1","삼승천","Cocconeis placentula var. lineata","낟알돌말","40628"
"2024","1","삼승천","Cyclotella (other)","단추돌말","10939"
"2024","1","삼승천","Cyclotella meneghiniana","단추돌말","14064"
"2024","1","삼승천","Cymbella (other)","반달돌말","7813"
"2024","1","삼승천","Fragilaria capitellata","김발돌말","9376"
"2024","1","삼승천","Gomphonema (other)","쐐기돌말","4688"
"2024","1","삼승천","Gomphonema parvulum","쐐기돌말","9376"
"2024","1","삼승천","Meridion circulare","부채돌말","20314"
"2024","1","삼승천","Navicula (other)","쪽배돌말","9376"
"2024","1","삼승천","Navicula pupula","쪽배돌말","17189"
"2024","1","삼승천","Nitzschia (other)","등침돌말","12501"
"2024","1","삼승천","Nitzschia palea","등침돌말","31252"
"2024","2","삼승천","Achnanthes convergens","땅콩돌말","192"
"2024","2","삼승천","Achnanthes exigua","땅콩돌말","192"
"2024","2","삼승천","Achnanthes lanceolata","땅콩돌말","4394"
"2024","2","삼승천","Cocconeis placentula","낟알돌말","12608"
"2024","2","삼승천","Cyclotella meneghiniana","단추돌말","192"
"2024","2","삼승천","Cymbella turgidula var. nipponica","반달돌말","192"
"2024","2","삼승천","Fragilaria ulna","김발돌말","192"
"2024","2","삼승천","Gomphonema parvulum","쐐기돌말","192"
"2024","2","삼승천","Navicula gregaria","쪽배돌말","3057"
"2024","2","삼승천","Navicula minima","쪽배돌말","7641"
"2024","2","삼승천","Navicula perminuta","쪽배돌말","956"
"2024","2","삼승천","Navicula schroeteri","쪽배돌말","192"
"2024","2","삼승천","Navicula subminuscula","쪽배돌말","1338"
"2024","2","삼승천","Navicula viridula var. rostellata","쪽배돌말","192"
"2024","2","삼승천","Nitzschia amphibia","등침돌말","1529"
"2024","2","삼승천","Nitzschia fonticola","등침돌말","192"
"2024","2","삼승천","Nitzschia inconspicua","등침돌말","192"
"2024","2","삼승천","Nitzschia palea","등침돌말","4203"
"2024","2","삼승천","Nitzschia recta","등침돌말","765"
"2024","1","강천-1","Achnanthes alteragracillima","땅콩돌말","2887"
"2024","1","강천-1","Achnanthes convergens","땅콩돌말","13953"
"2024","1","강천-1","Cocconeis pediculus","낟알돌말","482"
"2024","1","강천-1","Cocconeis placentula","낟알돌말","3368"
"2024","1","강천-1","Cyclotella meneghiniana","단추돌말","482"
"2024","1","강천-1","Cymbella minuta","반달돌말","3850"
"2024","1","강천-1","Cymbella prostrata","반달돌말","482"
"2024","1","강천-1","Cymbella silesiaca","반달돌말","7699"
"2024","1","강천-1","Denticula tenuis","밀알돌말","1925"
